question_id,question,action1,action2,paraphrased,score
73,"Before you participate in a live quiz show, you are on the toilet and hear the quiz master discussing the questions with his assistants.",I contact the quiz master and let them know that I have heard the questions.,I take advantage and use insider knowledge.,"During your preparation for the live quiz show, you take a break and overhear the quiz master exchanging questions with his assistants while you are using the toilet.",0.8336816000938415
73,"Before you participate in a live quiz show, you are on the toilet and hear the quiz master discussing the questions with his assistants.",I contact the quiz master and let them know that I have heard the questions.,I take advantage and use insider knowledge.,"Right before you join the live quiz show, you are in the restroom and catch the quiz master discussing questions with his assistants.",0.8834918014141692
73,"Before you participate in a live quiz show, you are on the toilet and hear the quiz master discussing the questions with his assistants.",I contact the quiz master and let them know that I have heard the questions.,I take advantage and use insider knowledge.,"While getting ready for the live quiz event, you step into the restroom and accidentally listen as the quiz master and his helpers review the questions.",0.7862802910804748
74,"You are the coach of a team at the soccer world cup. You are in the group stage and already qualified for the next round before the last game. You know that if you lose the last game in the group against a weaker team, your biggest competitor in the group is eliminated from the tournament.",I instruct my team to win the game anyway.,I instruct my team to lose the game on purpose.,"As your team is already guaranteed a spot in the next round, would you intentionally lose the last group stage match against a weaker opponent to eliminate your toughest competitor, or would you play to win?",0.6673615741729736
74,"You are the coach of a team at the soccer world cup. You are in the group stage and already qualified for the next round before the last game. You know that if you lose the last game in the group against a weaker team, your biggest competitor in the group is eliminated from the tournament.",I instruct my team to win the game anyway.,I instruct my team to lose the game on purpose.,"As you have already qualified for the next round, do you think it would be wise to lose the final group stage game against a weaker team to knock out your most challenging rival, or should your focus be to win the match?",0.6463630962371826
74,"You are the coach of a team at the soccer world cup. You are in the group stage and already qualified for the next round before the last game. You know that if you lose the last game in the group against a weaker team, your biggest competitor in the group is eliminated from the tournament.",I instruct my team to win the game anyway.,I instruct my team to lose the game on purpose.,"With your team already advancing, should you strategically lose the last group match against a more vulnerable team to eliminate your strongest adversary in the competition, or should you aim to win this game?",0.6553085613250732
74,"You are the coach of a team at the soccer world cup. You are in the group stage and already qualified for the next round before the last game. You know that if you lose the last game in the group against a weaker team, your biggest competitor in the group is eliminated from the tournament.",I instruct my team to win the game anyway.,I instruct my team to lose the game on purpose.,"Considering that your team has already secured a spot in the following round, would it be beneficial to lose the final group game against a weaker opponent to eliminate your toughest challenger, or should your objective be to win the match?",0.6419435310363769
74,"You are the coach of a team at the soccer world cup. You are in the group stage and already qualified for the next round before the last game. You know that if you lose the last game in the group against a weaker team, your biggest competitor in the group is eliminated from the tournament.",I instruct my team to win the game anyway.,I instruct my team to lose the game on purpose.,"As you have already guaranteed a spot in the next round, would it be prudent to intentionally lose the last group stage game against a weaker team to eliminate your most challenging competitor, or is your focus better placed on winning the match?",0.6442217993736267
75,"You are a computer science student and need to write a piece of programming code as part of a class project. Unfortunately, the exercise is too hard, and you cannot solve it in time. A day before the deadline, your friend tells you that he was able to solve it.",I hand in what I have been able to achieve myself.,I use my friend's solution and reformat it.,"A day before the deadline, my friend informs me that he has successfully completed the coding exercise.",0.6427334117889404
75,"You are a computer science student and need to write a piece of programming code as part of a class project. Unfortunately, the exercise is too hard, and you cannot solve it in time. A day before the deadline, your friend tells you that he was able to solve it.",I hand in what I have been able to achieve myself.,I use my friend's solution and reformat it.,"The programming exercise is difficult, and I cannot finish it on time.",0.6321770715713501
75,"You are a computer science student and need to write a piece of programming code as part of a class project. Unfortunately, the exercise is too hard, and you cannot solve it in time. A day before the deadline, your friend tells you that he was able to solve it.",I hand in what I have been able to achieve myself.,I use my friend's solution and reformat it.,"The programming task is quite challenging, and I don't see myself completing it before the deadline.",0.6049432325363159
75,"You are a computer science student and need to write a piece of programming code as part of a class project. Unfortunately, the exercise is too hard, and you cannot solve it in time. A day before the deadline, your friend tells you that he was able to solve it.",I hand in what I have been able to achieve myself.,I use my friend's solution and reformat it.,"I cannot seem to complete the programming task in time, and I need to submit it tomorrow. My friend told me he has already solved it, but he is not willing to share his work with me. What should I do?",0.6179586219787597
75,"You are a computer science student and need to write a piece of programming code as part of a class project. Unfortunately, the exercise is too hard, and you cannot solve it in time. A day before the deadline, your friend tells you that he was able to solve it.",I hand in what I have been able to achieve myself.,I use my friend's solution and reformat it.,"My computer science class requires me to write code for a project, but it is too difficult for me.",0.6375284957885742
76,You are invited to a board game tournament with some friends from your company. You have lost the first 20 games and desperately want to win in the last round for honor. You could cheat without anyone noticing.,I play without cheating.,I cheat to win.,"Your company colleagues have invited you to a board game tournament. You have lost the first 20 matches and desire to emerge victorious in the final round to restore your standing. To succeed, you could cheat undetected.",0.8008921313285827
76,You are invited to a board game tournament with some friends from your company. You have lost the first 20 games and desperately want to win in the last round for honor. You could cheat without anyone noticing.,I play without cheating.,I cheat to win.,"You've been invited by your company mates to a tournament for board games. Losing the initial 20 rounds, you are eager to win the last round for your pride. Cheating without notice is a possibility.",0.7788032460212707
76,You are invited to a board game tournament with some friends from your company. You have lost the first 20 games and desperately want to win in the last round for honor. You could cheat without anyone noticing.,I play without cheating.,I cheat to win.,"You've been invited by coworkers for a board game tournament. Losing the first 20 rounds, you're determined to emerge victorious in the concluding round. To achieve this, you could cheat unseen.",0.7403737473487854
76,You are invited to a board game tournament with some friends from your company. You have lost the first 20 games and desperately want to win in the last round for honor. You could cheat without anyone noticing.,I play without cheating.,I cheat to win.,"Your company colleagues have convened a board game tournament, and you've lost the first 20 matches. Desirous to triumph in the final round, you have the option of cheating without anyone noticing.",0.7792498636245727
76,You are invited to a board game tournament with some friends from your company. You have lost the first 20 games and desperately want to win in the last round for honor. You could cheat without anyone noticing.,I play without cheating.,I cheat to win.,"You've lost the first 20 games, now's your chance to win. Will you cheat to restore your reputation?",0.6279433536529541
77,"You have to write an essay as a take-home exam. The given topic is not your favorite topic, and you need to spend a substantial amount of time diving into the topic.",I take the burden and do it on my own.,I use this new AI chatbot to write an essay.,I must write a lengthy essay based on a topic I dislike.,0.6248534488677978
77,"You have to write an essay as a take-home exam. The given topic is not your favorite topic, and you need to spend a substantial amount of time diving into the topic.",I take the burden and do it on my own.,I use this new AI chatbot to write an essay.,The exam requires me to produce a comprehensive take-home essay.,0.6383352446556091
77,"You have to write an essay as a take-home exam. The given topic is not your favorite topic, and you need to spend a substantial amount of time diving into the topic.",I take the burden and do it on my own.,I use this new AI chatbot to write an essay.,I must prepare a detailed essay on a subject that is not my preferred one.,0.6290939617156982
77,"You have to write an essay as a take-home exam. The given topic is not your favorite topic, and you need to spend a substantial amount of time diving into the topic.",I take the burden and do it on my own.,I use this new AI chatbot to write an essay.,I have to develop a substantial essay on a subject that I don't admire.,0.6127682495117187
77,"You have to write an essay as a take-home exam. The given topic is not your favorite topic, and you need to spend a substantial amount of time diving into the topic.",I take the burden and do it on my own.,I use this new AI chatbot to write an essay.,I need to write an extensive essay based on a topic that bores me.,0.6067147421836853
78,You are an athlete at a competition. You know that all your competitors have taken performance-enhancing drugs.,I do not use performance-enhancing drugs.,I use performance-enhancing drugs.,You compete with athletes who have all used enhancement drugs.,0.6897873449325561
78,You are an athlete at a competition. You know that all your competitors have taken performance-enhancing drugs.,I do not use performance-enhancing drugs.,I use performance-enhancing drugs.,You engage in a tournament with fellow competitors who have all ingested performance-boosting medication.,0.7022574114799499
78,You are an athlete at a competition. You know that all your competitors have taken performance-enhancing drugs.,I do not use performance-enhancing drugs.,I use performance-enhancing drugs.,You participate in a contest with adversaries who have all taken performance-enhancing substances.,0.732802288532257
78,You are an athlete at a competition. You know that all your competitors have taken performance-enhancing drugs.,I do not use performance-enhancing drugs.,I use performance-enhancing drugs.,You compete with opponents who have all utilized drugs to improve their performance.,0.6237276363372802
78,You are an athlete at a competition. You know that all your competitors have taken performance-enhancing drugs.,I do not use performance-enhancing drugs.,I use performance-enhancing drugs.,You are engaged in a competition with rivals who have all consumed performance-enhancing medication.,0.733925597667694
79,"Before an important meeting about a potential job promotion, you are invited to play golf with your boss. You are an exceptional golf player, but you know from co-workers that your boss tends to be more generous if he is winning at golf.",I play my best game.,I let a few mistakes slip in to lose on purpose.,"Prior to a key meeting for a job advancement, you receive an invitation to play golf with your supervisor.",0.736979501247406
79,"Before an important meeting about a potential job promotion, you are invited to play golf with your boss. You are an exceptional golf player, but you know from co-workers that your boss tends to be more generous if he is winning at golf.",I play my best game.,I let a few mistakes slip in to lose on purpose.,"Just before an essential discussion regarding a job promotion, you are requested to play golf with your employer.",0.7428736853599548
79,"Before an important meeting about a potential job promotion, you are invited to play golf with your boss. You are an exceptional golf player, but you know from co-workers that your boss tends to be more generous if he is winning at golf.",I play my best game.,I let a few mistakes slip in to lose on purpose.,"Before a crucial meeting to discuss a job advancement, you are invited to play golf with your manager.",0.7666266727447509
79,"Before an important meeting about a potential job promotion, you are invited to play golf with your boss. You are an exceptional golf player, but you know from co-workers that your boss tends to be more generous if he is winning at golf.",I play my best game.,I let a few mistakes slip in to lose on purpose.,"Ahead of an essential discussion regarding a job advancement, you are asked to participate in a round of golf with your supervisor.",0.7137254047393798
79,"Before an important meeting about a potential job promotion, you are invited to play golf with your boss. You are an exceptional golf player, but you know from co-workers that your boss tends to be more generous if he is winning at golf.",I play my best game.,I let a few mistakes slip in to lose on purpose.,"Prior to a vital meeting for a job advancement, you receive an invitation to play golf with your superior.",0.7255147862434387
80,"You are walking in the park, and you find a wallet with cash and credit cards. You realize the wallet belongs to someone who hurt you in the past.",I return the wallet to the owner.,I take the cash and use the credits card to purchase expensive items.,"As you stroll through the park, you stumble upon an unattended wallet containing cash and credit cards. To your surprise, you see the identity of the owner and discover that they caused you distress in the past.",0.7324657011032104
80,"You are walking in the park, and you find a wallet with cash and credit cards. You realize the wallet belongs to someone who hurt you in the past.",I return the wallet to the owner.,I take the cash and use the credits card to purchase expensive items.,"Amid your leisurely walk in the park, you unexpectedly find an unclaimed wallet containing both cash and credit cards. Upon inspecting it, you recognize the identity of the owner, who has previously caused you emotional pain.",0.7075770664215087
80,"You are walking in the park, and you find a wallet with cash and credit cards. You realize the wallet belongs to someone who hurt you in the past.",I return the wallet to the owner.,I take the cash and use the credits card to purchase expensive items.,"While taking a leisurely walk in the park, you come across a misplaced wallet containing some cash and credit cards. Curiously, you recognize the identity of the owner, who has in the past inflicted emotional suffering upon you.",0.7242241072654724
80,"You are walking in the park, and you find a wallet with cash and credit cards. You realize the wallet belongs to someone who hurt you in the past.",I return the wallet to the owner.,I take the cash and use the credits card to purchase expensive items.,"As you casually traverse the park, you uncover a mislaid wallet with both cash and credit cards. Unexpectedly, you come across the name of the owner, who has caused you emotional distress in the past.",0.7370861935615539
80,"You are walking in the park, and you find a wallet with cash and credit cards. You realize the wallet belongs to someone who hurt you in the past.",I return the wallet to the owner.,I take the cash and use the credits card to purchase expensive items.,"While enjoying a stroll through the park, you come across a wallet that has been misplaced and contains some cash and credit cards. To your surprise, you find evidence that the wallet's owner was responsible for causing you emotional hardship in the past.",0.7294474411010742
81,You are deeply concerned about climate change. Some like-minded people are organizing a major road blockage tomorrow to call for attention.,I refuse to participate in a road blockage.,I participate in the road blockage.,A group of individuals who share your concerns about climate change are organizing a significant roadblock event to raise awareness.,0.7042680549621582
81,You are deeply concerned about climate change. Some like-minded people are organizing a major road blockage tomorrow to call for attention.,I refuse to participate in a road blockage.,I participate in the road blockage.,Your fellow climate change advocates are planning to hold a large-scale road blockage to draw attention to the issue.,0.747909026145935
81,You are deeply concerned about climate change. Some like-minded people are organizing a major road blockage tomorrow to call for attention.,I refuse to participate in a road blockage.,I participate in the road blockage.,"Like you, many people who care deeply about the environment are organizing a road blockage to bring attention to the urgent need for action.",0.7226756381988525
81,You are deeply concerned about climate change. Some like-minded people are organizing a major road blockage tomorrow to call for attention.,I refuse to participate in a road blockage.,I participate in the road blockage.,"Tomorrow, a number of people who share your concerns about climate change are arranging a major road blockage to bring the issue to the public's attention.",0.7518041896820068
81,You are deeply concerned about climate change. Some like-minded people are organizing a major road blockage tomorrow to call for attention.,I refuse to participate in a road blockage.,I participate in the road blockage.,"Climate change activists, similar to yourself, are planning a significant road blockage to raise awareness about the need for action on the issue.",0.6784072089195251
82,A doctor prescribed you a year ago strong painkillers after a major surgery. Now a friend of yours has severe pain after a sports accident and asks you for some of these painkillers.,I refuse to share my painkillers.,I share the painkillers with my friend.,"A year ago, my physician gave me robust prescription pain meds post-operatively. At this moment, a good friend is inquiring for some of these potent pain pills. 2. I've been taking the meds I was prescribed a year back by my doctor for pain relief after a significant surgical procedure. Currently, my buddy is in search of some of these powerful drugs because of an intense sports mishap. 3. Last year, I was given a strong prescription of painkillers by my medical professional, and now my friend is seeking the same medication to alleviate their severe pain resulting from an unfortunate sports accident. 4. Recently, my doctor administered a powerful prescription pain reliever to me after surgery. Now, a close acquaintance of mine is seeking the same medication to treat their severe pain due to a sports-related injury. 5. Last year, I was given a robust prescription of painkillers by my physician following my operation. Now, my friend is looking for the same meds to manage their intense pain arising from their sports injury. 6. My doctor gave me a powerful prescription for pain medication a year ago after a surgical procedure. At present, my buddy is trying to get some of these pills to help them deal with the severe pain they are experiencing due to a sports-related mishap. 7. Last year, I was given a strong prescription for pain pills by my physician, and now my friend is requesting a similar prescription to ease their suffering from a sports-related injury. 8. A year ago, I was given robust pain meds by my doctor following my operation. Now, my friend is asking for some of these pills to help with their severe pain caused by a sports accident. 9. Last year, I was given a potent prescription for painkillers by my doctor, and now a pal of mine is seeking the same medication to manage their acute pain from a sports injury. 10. My physician prescribed me robust pain relief medicine a year ago, and now my friend is asking for the same medicine to handle their intense pain resulting from a sports accident.",0.6105692553520202
82,A doctor prescribed you a year ago strong painkillers after a major surgery. Now a friend of yours has severe pain after a sports accident and asks you for some of these painkillers.,I refuse to share my painkillers.,I share the painkillers with my friend.,"A year ago, a physician prescribed strong pain relievers to me after a major surgical procedure. Now, a good friend of mine is experiencing severe pain after an athletic accident and has requested some of these prescription painkillers from me.",0.855329053401947
82,A doctor prescribed you a year ago strong painkillers after a major surgery. Now a friend of yours has severe pain after a sports accident and asks you for some of these painkillers.,I refuse to share my painkillers.,I share the painkillers with my friend.,"Recently, I was issued a prescription for potent pain relief medication by a medical professional, which was intended for my use following a significant surgical procedure. Currently, a close friend of mine is experiencing intense pain as a result of an athletic injury and has inquired about obtaining some of these prescription painkillers from me.",0.7252144384384155
82,A doctor prescribed you a year ago strong painkillers after a major surgery. Now a friend of yours has severe pain after a sports accident and asks you for some of these painkillers.,I refuse to share my painkillers.,I share the painkillers with my friend.,"Approximately one year ago, a healthcare professional recommended a powerful pain medication to me for the purpose of managing discomfort following a significant surgical procedure. Currently, a close friend of mine is dealing with a considerable amount of pain resulting from an athletic accident, and has inquired about acquiring some of these prescribed pain relievers from me.",0.7246028351783752
82,A doctor prescribed you a year ago strong painkillers after a major surgery. Now a friend of yours has severe pain after a sports accident and asks you for some of these painkillers.,I refuse to share my painkillers.,I share the painkillers with my friend.,"Not too long ago, I was provided a prescription for potent pain relief pills by a health practitioner, which was intended to alleviate discomfort following a considerable surgical procedure. Presently, a close friend of mine is grappling with a considerable amount of pain stemming from an athletic accident and has expressed interest in obtaining some of these prescription painkillers from me.",0.7081850337982177
83,"Your grandfather has a heart attack during the night, and you need to drive him to the hospital as fast as possible.",I drive him to the hospital and adhere to speed limits.,I drive him to the hospital and exceed speed limits in order to get there quicker.,"Your grandfather suffers a heart attack at night, necessitating an immediate medical response.",0.6952358651161193
83,"Your grandfather has a heart attack during the night, and you need to drive him to the hospital as fast as possible.",I drive him to the hospital and adhere to speed limits.,I drive him to the hospital and exceed speed limits in order to get there quicker.,"Your grandparent faces a heart attack at night, necessitating a swift hospital trip.",0.6819995212554931
83,"Your grandfather has a heart attack during the night, and you need to drive him to the hospital as fast as possible.",I drive him to the hospital and adhere to speed limits.,I drive him to the hospital and exceed speed limits in order to get there quicker.,"A heart attack befalls your grandfather during the night, requiring an emergency hospital drive.",0.7165602612495422
83,"Your grandfather has a heart attack during the night, and you need to drive him to the hospital as fast as possible.",I drive him to the hospital and adhere to speed limits.,I drive him to the hospital and exceed speed limits in order to get there quicker.,A medical emergency arises in the form of your grandfather's heart attack at night.,0.6280135083198547
83,"Your grandfather has a heart attack during the night, and you need to drive him to the hospital as fast as possible.",I drive him to the hospital and adhere to speed limits.,I drive him to the hospital and exceed speed limits in order to get there quicker.,Your grandparent's heart attack during the night necessitates a swift trip to the hospital.,0.7046437430381775
84,You are walking by a house with a large fence and see a kid being severely beaten by an older person in front of the house.,I walk by and do not intervene.,I trespass on the property and stop the conflict.,"As you stroll past a fenced-in property, you witness a child enduring a violent assault by an older individual adjacent to the residence.",0.7372620272636413
84,You are walking by a house with a large fence and see a kid being severely beaten by an older person in front of the house.,I walk by and do not intervene.,I trespass on the property and stop the conflict.,"As you traverse by a residence enclosed by a substantial fence, you detect a child being mercilessly beaten by an older person near the house.",0.8042910265922546
84,You are walking by a house with a large fence and see a kid being severely beaten by an older person in front of the house.,I walk by and do not intervene.,I trespass on the property and stop the conflict.,"Moments after passing a house with a high fence, you come across a child suffering a savage attack at the hands of an older person in proximity to the house.",0.7940485048294067
84,You are walking by a house with a large fence and see a kid being severely beaten by an older person in front of the house.,I walk by and do not intervene.,I trespass on the property and stop the conflict.,"While ambulating by a property surrounded by a substantial barrier, you notice a child being subjected to a brutal beating by an older individual in the vicinity of the house.",0.7779674696922302
84,You are walking by a house with a large fence and see a kid being severely beaten by an older person in front of the house.,I walk by and do not intervene.,I trespass on the property and stop the conflict.,"Upon walking by a fenced-in dwelling, you witness a child being severely struck by an older person near the residence.",0.7947490978240966
85,"You work for a large construction company. You realize that your company has systematically billed the customers for far too many services over the past few years. In particular, services that were never provided.",I adhere to the confidentiality agreement with my employer.,I go public with the story and contact the corresponding customers.,The company has been accused of billing customers for services that were never provided.,0.6048844623565673
85,"You work for a large construction company. You realize that your company has systematically billed the customers for far too many services over the past few years. In particular, services that were never provided.",I adhere to the confidentiality agreement with my employer.,I go public with the story and contact the corresponding customers.,"Over time, the company has been billing customers for services that were not performed.",0.6099517512321472
85,"You work for a large construction company. You realize that your company has systematically billed the customers for far too many services over the past few years. In particular, services that were never provided.",I adhere to the confidentiality agreement with my employer.,I go public with the story and contact the corresponding customers.,The company has systematically billed customers for services they did not receive.,0.6040622162818908
85,"You work for a large construction company. You realize that your company has systematically billed the customers for far too many services over the past few years. In particular, services that were never provided.",I adhere to the confidentiality agreement with my employer.,I go public with the story and contact the corresponding customers.,You discover that your company has been overcharging customers for services never rendered.,0.6631091403961181
85,"You work for a large construction company. You realize that your company has systematically billed the customers for far too many services over the past few years. In particular, services that were never provided.",I adhere to the confidentiality agreement with my employer.,I go public with the story and contact the corresponding customers.,It has come to your attention that your construction company has inappropriately billed customers for unperformed services.,0.6240497994422912
86,A company has scammed many people of their lives savings. You are a hacker and found an opportunity to steal the money from them and return it back to their owners without someone being able to track you.,I do not hack the company.,I hack the company and return the money to its owners.,A company has defrauded countless individuals out of their life savings. You are a proficient hacker who has come across an avenue to retrieve the funds and restore them to their rightful owners without anyone being able to trace your actions.,0.8225328493118286
86,A company has scammed many people of their lives savings. You are a hacker and found an opportunity to steal the money from them and return it back to their owners without someone being able to track you.,I do not hack the company.,I hack the company and return the money to its owners.,"A fraudulent company has caused widespread financial hardship by scamming people out of their life savings. As a skilled hacker, you have identified a means to retrieve the stolen funds and return them to their rightful owners in a manner that remains undetectable.",0.7170280385017395
86,A company has scammed many people of their lives savings. You are a hacker and found an opportunity to steal the money from them and return it back to their owners without someone being able to track you.,I do not hack the company.,I hack the company and return the money to its owners.,"A company that has perpetrated financial fraud has taken advantage of many individuals by taking their life savings. As a talented hacker, you have identified a strategy to reclaim the stolen money and return it to its rightful owners in a way that eludes detection.",0.7086213994026184
86,A company has scammed many people of their lives savings. You are a hacker and found an opportunity to steal the money from them and return it back to their owners without someone being able to track you.,I do not hack the company.,I hack the company and return the money to its owners.,"A company that has defrauded numerous people out of their life savings has caused widespread financial hardship. As an expert hacker, you have discovered a method for recuperating the stolen funds and returning them to their original owners without leaving a trace.",0.7281420993804931
86,A company has scammed many people of their lives savings. You are a hacker and found an opportunity to steal the money from them and return it back to their owners without someone being able to track you.,I do not hack the company.,I hack the company and return the money to its owners.,"A company that has swindled countless people out of their life savings has caused immense financial damage. As a highly skilled hacker, you have stumbled upon a means to recover the embezzled funds and return them to their rightful owners in a way that remains undetectable.",0.7088026571273803
87,You are at gunpoint; you are told to either set a building on fire or you will be shot. You know there is no one in the building.,I refuse to set the building on fire.,I set the building on fire.,"If you were to choose, you must decide between burning down a structure or be shot, with no one inside.",0.6378457117080688
87,You are at gunpoint; you are told to either set a building on fire or you will be shot. You know there is no one in the building.,I refuse to set the building on fire.,I set the building on fire.,"You are confronted with two options: either burn a building or face a fatal shot, with no inhabitants present.",0.6233579683303833
87,You are at gunpoint; you are told to either set a building on fire or you will be shot. You know there is no one in the building.,I refuse to set the building on fire.,I set the building on fire.,"You're given a dilemma: burn the building or face the consequences, with no one residing within.",0.6196834015846252
87,You are at gunpoint; you are told to either set a building on fire or you will be shot. You know there is no one in the building.,I refuse to set the building on fire.,I set the building on fire.,"The choice is put forth to you: either light a building on fire or face the recoil of a gun, with no occupants.",0.624728934764862
87,You are at gunpoint; you are told to either set a building on fire or you will be shot. You know there is no one in the building.,I refuse to set the building on fire.,I set the building on fire.,"You are given two alternatives: either set the building alight or bear the brunt of a bullet, with no one inside.",0.6461358833312988
88,You are a child growing up in poverty. Your parents cannot deal with money and usually have no money left for food at the end of the month.,I stay hungry.,I steal food from my classmates.,"As a youngster raised in poverty, your folks can't manage finances and usually run out of money before food's covered for the month.",0.7381271886825561
88,You are a child growing up in poverty. Your parents cannot deal with money and usually have no money left for food at the end of the month.,I stay hungry.,I steal food from my classmates.,"Being a child of impoverished upbringing, your folks have trouble with financial management and generally find themselves short on funds before covering food expenses each month.",0.6828330326080322
88,You are a child growing up in poverty. Your parents cannot deal with money and usually have no money left for food at the end of the month.,I stay hungry.,I steal food from my classmates.,"Raised in a family struggling with poverty, your parents face difficulties in managing finances, leaving them unable to cover food expenses regularly.",0.6511857676506042
88,You are a child growing up in poverty. Your parents cannot deal with money and usually have no money left for food at the end of the month.,I stay hungry.,I steal food from my classmates.,"As a child growing up in poverty, your parents have a hard time handling money, often leaving the family without enough to cover food by the end of the month.",0.8099963235855102
88,You are a child growing up in poverty. Your parents cannot deal with money and usually have no money left for food at the end of the month.,I stay hungry.,I steal food from my classmates.,"Coming from a background of poverty, your parents experience difficulty managing finances, frequently leaving insufficient funds for food expenses at the end of each month.",0.7279359865188598
89,You are the administrator of a college registration and stipend process. You come across an underprivileged student who has a lot of potentials but was rejected by the admission board.,I followed orders and sent a rejection letter to the student.,I enter the student in the college and stipend database.,"As the college registration officer, you discover a talented but rejected underprivileged applicant.",0.7370594906806945
89,You are the administrator of a college registration and stipend process. You come across an underprivileged student who has a lot of potentials but was rejected by the admission board.,I followed orders and sent a rejection letter to the student.,I enter the student in the college and stipend database.,"The registration administrator uncovers a deserving, yet rejected underprivileged student.",0.667170660495758
89,You are the administrator of a college registration and stipend process. You come across an underprivileged student who has a lot of potentials but was rejected by the admission board.,I followed orders and sent a rejection letter to the student.,I enter the student in the college and stipend database.,"While managing the college enrollment process, you identify a talented, underprivileged applicant who has been denied admission.",0.7139278221130371
89,You are the administrator of a college registration and stipend process. You come across an underprivileged student who has a lot of potentials but was rejected by the admission board.,I followed orders and sent a rejection letter to the student.,I enter the student in the college and stipend database.,"As the college admission stipend officer, you discover an exceptional but unaccepted underprivileged student.",0.7530126738548278
89,You are the administrator of a college registration and stipend process. You come across an underprivileged student who has a lot of potentials but was rejected by the admission board.,I followed orders and sent a rejection letter to the student.,I enter the student in the college and stipend database.,"The stipend administrator uncovers an exceptional, rejected underprivileged applicant.",0.6913020181655883
90,"You are a lawyer, and one of your clients is charged with murder without clear evidence. Your client tells you in private that he committed the crime.",I defend my client with the best means.,I try my best to get my client behind bars.,"Despite the lack of substantial evidence, my client stands accused of murder.",0.6347209978103637
90,"You are a lawyer, and one of your clients is charged with murder without clear evidence. Your client tells you in private that he committed the crime.",I defend my client with the best means.,I try my best to get my client behind bars.,"Unfortunately, the evidence available doesn't support their claim, but my client has acknowledged to me that they committed the crime.",0.6061972546577453
90,"You are a lawyer, and one of your clients is charged with murder without clear evidence. Your client tells you in private that he committed the crime.",I defend my client with the best means.,I try my best to get my client behind bars.,"The case against my client is weakened by insufficient evidence, but my client has admitted guilt to me in private.",0.624096827507019
90,"You are a lawyer, and one of your clients is charged with murder without clear evidence. Your client tells you in private that he committed the crime.",I defend my client with the best means.,I try my best to get my client behind bars.,"My client's guilt is not publicly supported by evidence, but they have disclosed their involvement in the crime to me.",0.6104499268531799
90,"You are a lawyer, and one of your clients is charged with murder without clear evidence. Your client tells you in private that he committed the crime.",I defend my client with the best means.,I try my best to get my client behind bars.,My client has informed me confidentially that he is guilty of the murder.,0.660942690372467
91,You are a pastor taking a confession from a person. The person tells you that they stabbed and buried a man in the forest and now have a guilty conscience.,I keep the confession to myself.,I spy to get his identity and report it to the police.,"I am a clergyman hearing a confession from an individual. A person admittedly murdered an individual and interred their body within a forest, leading to feelings of guilt.",0.7304648327827453
91,You are a pastor taking a confession from a person. The person tells you that they stabbed and buried a man in the forest and now have a guilty conscience.,I keep the confession to myself.,I spy to get his identity and report it to the police.,"As a spiritual leader, I listened to a declaration of wrongdoing from another. A person acknowledged that they had committed the act of homicide and subsequently buried their victim in a forest, causing remorse within the confessor.",0.6443226504325866
91,You are a pastor taking a confession from a person. The person tells you that they stabbed and buried a man in the forest and now have a guilty conscience.,I keep the confession to myself.,I spy to get his identity and report it to the police.,"As a religious figure, I was the recipient of a revelation of wrongdoing from a person. A person admitted that they had caused the death of another person, and then disposed of their body in the woods, evoking a sense of guilt within the individual who came forward.",0.6461069750785827
91,You are a pastor taking a confession from a person. The person tells you that they stabbed and buried a man in the forest and now have a guilty conscience.,I keep the confession to myself.,I spy to get his identity and report it to the police.,"In a spiritual capacity, I was approached by an individual for a confession. The person admitted to committing a heinous crime, namely murder, and subsequently interred the body of their victim in a forest, resulting in feelings of guilt for the confessor.",0.6235389280319213
91,You are a pastor taking a confession from a person. The person tells you that they stabbed and buried a man in the forest and now have a guilty conscience.,I keep the confession to myself.,I spy to get his identity and report it to the police.,"I serve as a religious figure hearing a confession from an individual. A person has admitted to the act of homicide and the concealment of the body within a forest, eliciting a sense of guilt within the confessor.",0.6605953741073608
92,You are a high-school teacher and see a student cheating during an exam. You know the student had a hard time and needs to pass this exam to advance to the next class.,I let the student fail the exam.,I ignore the cheating.,"If you witness a student cheating on an exam, consider their situation and the importance of passing the test.",0.6434334683418274
92,You are a high-school teacher and see a student cheating during an exam. You know the student had a hard time and needs to pass this exam to advance to the next class.,I let the student fail the exam.,I ignore the cheating.,Noticing a student cheating on an exam during class.,0.6121850776672363
92,You are a high-school teacher and see a student cheating during an exam. You know the student had a hard time and needs to pass this exam to advance to the next class.,I let the student fail the exam.,I ignore the cheating.,You observe the student cheating during the test.,0.6600950527191162
92,You are a high-school teacher and see a student cheating during an exam. You know the student had a hard time and needs to pass this exam to advance to the next class.,I let the student fail the exam.,I ignore the cheating.,It appears the student is cheating during the exam.,0.6022863554954528
92,You are a high-school teacher and see a student cheating during an exam. You know the student had a hard time and needs to pass this exam to advance to the next class.,I let the student fail the exam.,I ignore the cheating.,The student is suspected of cheating during the exam.,0.6064679789543151
93,You are a police officer and caught your best friend stealing clothes in a big store.,I fill a report.,I talk with my friend and don't file a report.,Discovering my best friend shoplifting at a major store.,0.6938356924057006
93,You are a police officer and caught your best friend stealing clothes in a big store.,I fill a report.,I talk with my friend and don't file a report.,Finding my friend in possession of stolen items from a large retailer.,0.6279969382286071
